Chromosome_MM1S_Pol2_DMSO	TSSR_Start_MM1S_Pol2_DMSO	TSSR_End_MM1S_Pol2_DMSO	GeneBody_Start_MM1S_Pol2_DMSO	GeneBody_End_MM1S_Pol2_DMSO	Strand_MM1S_Pol2_DMSO	Symbol_MM1S_Pol2_DMSO	IsOverlapped_MM1S_Pol2_DMSO	Traveling_Ratio_MM1S_Pol2_DMSO	reads.Promoter_MM1S_Pol2_DMSO	reads.TSSR_MM1S_Pol2_DMSO	reads.GeneBody_MM1S_Pol2_DMSO	reads.TESR_MM1S_Pol2_DMSO	iRatio_MM1S_Pol2_DMSO	Traveling_Ratio_MM1S_Pol2_JQKD82	reads.Promoter_MM1S_Pol2_JQKD82	reads.TSSR_MM1S_Pol2_JQKD82	reads.GeneBody_MM1S_Pol2_JQKD82	reads.TESR_MM1S_Pol2_JQKD82	iRatio_MM1S_Pol2_JQKD82
chr10	116754385	116754715	116754715	116756352	+	LOC102724589	N	1.97945619335347	2	4	10	11	0.257142857142857	0	4	0	13	27	2.14285714285714
chr10	116853093	116853423	116853423	117708509	+	ATRNL1	N	11.5758524759199	38	24	5356	24	0.668571428571429	10.7596653368502	58	21	5042	26	1.14935064935065
chr10	118032857	118033187	117816441	118032857	-	GFRA1	N	3.37604713198933	18	6	1162	15	1.16326530612245	4.58022973423421	21	8	1142	26	1.04761904761905
chr10	118083909	118084239	118084239	118139541	+	CCDC172	N	0.547798524094894	3	1	305	31	0.857142857142857	2.47523777553989	1	4	270	24	0.171428571428571
chr10	118187393	118187723	118187723	118237468	+	PNLIPRP3	N	0.963397629560772	4	2	312	16	0.714285714285714	1.97750039751948	6	4	304	18	0.6
chr10	118305397	118305727	118305727	118327367	+	PNLIP	N	1.83310274726826	9	3	107	26	1.07142857142857	1.86801899007337	3	3	105	17	0.428571428571429
chr10	118350440	118350770	118350770	118368687	+	PNLIPRP1	N	0.751846257133266	1	1	72	18	0.428571428571429	2.08203578898443	3	2	52	11	0.571428571428572
chr10	118380434	118380764	118380764	118404654	+	PNLIPRP2	N	0	10	0	105	15	4.71428571428571	0.694021612828259	2	1	104	21	0.642857142857143
chr10	118429181	118429511	118423206	118429181	-	C10orf82	N	0.820653666575117	3	1	22	11	0.857142857142857	1.80543806646526	4	2	20	10	0.714285714285714
chr10	118501785	118502115	118430702	118501785	-	HSPA12A	N	7.61543570954126	13	10	282	11	0.545454545454546	9.12359062456805	18	13	306	13	0.581632653061224
chr10	118608992	118609322	118609322	118642112	+	ENO4	N	8.67735462103336	10	12	137	24	0.362637362637363	10.6142641346569	10	18	168	25	0.24812030075188
chr10	118885797	118886127	118642887	118885797	-	SHTN1	N	0	1	0	1418	21	0.857142857142857	0	4	0	1268	26	2.14285714285714
chr10	118897512	118897842	118888031	118897512	-	VAX1	N	0	4	0	43	7	2.14285714285714	0.774230423777252	1	1	37	15	0.428571428571429
chr10	118928266	118928596	118913031	118928266	-	MIR3663HG	Y	1.31514889943893	5	2	70	15	0.857142857142857	0	5	0	57	17	2.57142857142857
chr10	118956969	118957299	118957299	118969810	+	KCNK18	N	1.80002877283844	6	2	42	19	1	0.969246262297622	1	1	39	15	0.428571428571429
chr10	119000553	119000883	119000883	119038941	+	SLC18A2	N	0.489284566433117	1	1	235	42	0.428571428571429	0	2	0	273	29	1.28571428571429
chr10	119134678	119135008	119039999	119134678	-	PDZD8	N	9.47624784534688	35	27	815	49	0.551020408163265	19.1417193078825	39	53	792	37	0.317460317460317
chr10	119304279	119304609	119243803	119304279	-	EMX2OS	Y	0.73377497907036	2	1	249	7	0.642857142857143	0	1	0	254	10	0.857142857142857
chr10	119301925	119302255	119302255	119309057	+	EMX2	Y	2.37148501045782	0	3	26	11	0.107142857142857	2.74038267875126	2	2	15	9	0.428571428571429
chr10	119805814	119806144	119764426	119805814	-	RAB11FIP2	N	7.17946197545498	74	24	418	26	1.28571428571429	9.81737035280018	77	38	484	43	0.857142857142857
chr10	119806301	119806631	119806631	119969665	+	CASC2	N	21.3151534425187	64	37	855	28	0.733082706766917	29.5901599053197	74	48	799	28	0.65597667638484
chr10	120101539	120101869	120068571	120101539	-	FAM204A	N	10.1424672446026	25	39	383	61	0.278571428571429	9.91086861763689	21	40	402	69	0.229965156794425
chr10	120116589	120116919	120116919	120118715	+	LINC00867	N	2.17160120845921	5	2	5	23	0.857142857142857	0.775571860164005	1	2	14	26	0.285714285714286
chr10	120354860	120355190	120352915	120354860	-	PRLHR	N	1.46978851963746	3	2	8	20	0.571428571428572	2.51963746223565	4	3	7	17	0.535714285714286
chr10	120514458	120514788	120440493	120514458	-	CACUL1	N	7.75013534044671	28	24	692	42	0.497142857142857	8.44796256723897	49	31	820	63	0.669642857142857
chr10	120789197	120789527	120789527	120793244	+	NANOS1	N	3.33355423448007	29	46	155	109	0.27355623100304	3.30657459358366	37	68	231	94	0.236024844720497
chr10	120840034	120840364	120794540	120840034	-	EIF3A	Y	12.2089908690442	187	159	1790	153	0.503571428571429	18.1563100217543	271	235	1779	173	0.493946731234867
chr10	120863546	120863876	120863876	120897496	+	FAM45A	Y	12.0852939414428	10	42	353	71	0.109634551495017	16.011667882071	22	64	406	123	0.151648351648352
chr10	120863598	120863928	120863928	120897376	+	FAM45BP	Y	12.7039792835563	19	44	350	69	0.19047619047619	15.5855014955434	32	62	402	122	0.224489795918367
chr10	120924904	120925234	120900424	120924904	-	SFXN4	N	14.9661702505776	89	86	425	53	0.443349753694581	17.701175389134	129	129	539	98	0.428571428571429
chr10	120938077	120938407	120927210	120938077	-	PRDX3	N	14.4980578334053	32	68	154	258	0.204968944099379	19.9156059630528	24	111	183	351	0.0956632653061224
chr10	120967166	120967496	120967496	121215131	+	GRK5	Y	2.97933855573082	83	9	2260	48	3.6	2.16943459227017	131	7	2414	47	7.07142857142857
chr10	121301922	121302252	121259338	121301922	-	RGS10	N	12.1638011535293	117	26	275	29	1.87301587301587	11.8685967826446	178	25	271	25	2.95054945054945
chr10	121356241	121356571	121332977	121356241	-	TIAL1	N	9.18644799309452	75	43	329	42	0.74025974025974	11.3978933616396	117	54	333	49	0.919480519480519
chr10	121410851	121411181	121411181	121437329	+	BAG3	N	15.300395256917	54	49	253	28	0.471428571428571	19.8711656441718	100	82	326	29	0.521514629948365
chr10	121485528	121485858	121485858	121588662	+	INPP5F	N	7.23185459984598	44	19	816	91	0.964285714285714	10.566823169232	96	28	823	74	1.43349753694581
chr10	121632840	121633170	121588915	121632840	-	MCMBP	N	1.63103512295566	12	11	895	70	0.464285714285714	3.84434961299199	11	25	863	93	0.197802197802198
chr10	121652054	121652384	121652384	121704170	+	SEC23IP	N	12.9505126489453	14	37	447	38	0.169172932330827	17.286358441676	21	59	534	36	0.157142857142857
chr10	122216435	122216765	122216765	122349376	+	PLPP4	N	0.70287804102401	4	1	570	17	1.07142857142857	0.790217915944153	3	1	507	14	0.857142857142857
chr10	122357430	122357760	122357760	122359635	+	LINC01561	N	1.88922457200403	7	2	6	15	1.14285714285714	3.40060422960725	2	3	5	17	0.321428571428571
chr10	122610391	122610721	122521323	122610391	-	WDR11-AS1	Y	12.4987453155696	97	17	366	13	2.33333333333333	16.0082247117927	152	21	353	20	2.98051948051948
chr10	122610656	122610986	122610986	122669038	+	WDR11	Y	12.9150741493844	14	50	679	14	0.126050420168067	23.670442454508	11	105	778	22	0.0485175202156334
chr10	123357672	123358002	123237843	123357672	-	FGFR2	N	4.7400873215619	15	8	611	19	0.761904761904762	1.74050081338601	13	3	624	21	1.5
chr10	123688016	123688346	123499935	123688016	-	ATE1	Y	9.20362112250542	9	23	1420	24	0.178571428571429	11.2054265353659	7	31	1572	36	0.107142857142857
chr10	123687796	123688126	123688126	123711480	+	ATE1-AS1	Y	17.3764485728457	64	33	134	25	0.819327731092437	21.2714368224631	87	41	136	44	0.897959183673469
chr10	123734443	123734773	123716602	123734443	-	NSMCE4A	N	13.9405146369413	24	90	348	31	0.117739403453689	16.4276794705798	32	128	420	48	0.109634551495017
chr10	123748658	123748988	123748988	124014060	+	TACC2	N	0.789768021118242	3	1	1014	16	0.857142857142857	0.9613742778078	1	1	833	15	0.428571428571429
chr10	124030780	124031110	124031110	124097695	+	BTBD16	N	0	0	0	271	18	0.428571428571429	4.19096173212487	3	5	240	18	0.285714285714286
chr10	124134063	124134393	124134393	124191871	+	PLEKHA1	Y	1.18940115051939	4	2	292	25	0.714285714285714	1.8088809164149	2	3	288	19	0.321428571428571
chr10	124214148	124214478	124214478	124216868	+	ARMS2	N	2.88942598187311	9	4	10	13	0.857142857142857	0	3	0	9	7	1.71428571428571
chr10	124221010	124221340	124221340	124274424	+	HTRA1	N	0.771046363002556	0	1	208	12	0.214285714285714	0.90099799721647	2	1	178	10	0.642857142857143
chr10	124320150	124320480	124320480	124403252	+	DMBT1	N	0	1	0	233	14	0.857142857142857	1.41282195708946	2	1	177	15	0.642857142857143
chr10	124459038	124459368	124457224	124459038	-	C10orf120	N	2.19335347432024	8	2	5	14	1.28571428571429	7.31117824773414	1	4	3	18	0.171428571428571
chr10	124516179	124516509	124516509	124557161	+	DMBT1P1	N	0.693891136258897	2	1	177	18	0.642857142857143	2.31733454939292	4	3	159	10	0.535714285714286
chr10	124605391	124605721	124591670	124605391	-	CUZD1	Y	3.18893795026726	7	6	78	18	0.489795918367347	0.97543984361116	9	2	85	17	1.42857142857143
chr10	124638857	124639187	124591670	124638857	-	FAM24B-CUZD1	Y	13.7078782244945	39	30	312	18	0.552995391705069	15.2491620447611	82	43	402	17	0.808441558441559
chr10	124638857	124639187	124608609	124638857	-	FAM24B	Y	13.7768904947699	39	30	199	37	0.552995391705069	14.1353539524876	82	43	278	42	0.808441558441559
chr10	124639118	124639448	124639448	124658230	+	LOC399815	Y	15.8480444190414	34	31	111	24	0.46875	23.709038612755	51	61	146	24	0.359447004608295
chr10	124670186	124670516	124670516	124672627	+	FAM24A	N	0.911523521795425	9	2	14	15	1.42857142857143	6.38066465256798	4	5	5	22	0.357142857142857
chr10	124713619	124713949	124690418	124713619	-	C10orf88	N	4.28368580060423	8	11	180	29	0.321428571428571	5.98815831422976	12	17	199	37	0.30952380952381
chr10	124739525	124739855	124739855	124749907	+	PSTK	N	3.42536855734502	11	30	266	57	0.165898617511521	3.15790348956457	4	34	327	84	0.0612244897959184
chr10	124768066	124768396	124750321	124768066	-	IKZF5	N	9.30645841646241	47	46	265	65	0.437689969604863	11.4109373724177	78	63	296	55	0.529017857142857
chr10	124768398	124768728	124768728	124817806	+	ACADSB	N	20.0636036413309	56	41	303	18	0.581632653061224	36.9368139252347	89	70	281	16	0.543259557344065
chr10	124895536	124895866	124895866	124897247	+	HMX3	N	1.04380664652568	3	2	8	16	0.571428571428572	0	4	0	2	12	2.14285714285714
chr10	124907607	124907937	124907937	124910188	+	HMX2	N	0.971946482520501	3	1	7	96	0.857142857142857	0	4	0	6	126	2.14285714285714
chr10	124913729	124914059	124914059	124924886	+	BUB3	N	5.22308258650892	6	57	357	111	0.0517241379310345	8.22445252359739	7	89	354	135	0.0380952380952381
chr10	125425840	125426170	125426170	125456913	+	GPR26	N	0.737160120845921	3	1	126	11	0.857142857142857	0.998733066952539	0	1	93	18	0.214285714285714
chr10	125651200	125651530	125505151	125651200	-	CPXM2	N	0.677785976489807	5	1	651	13	1.28571428571429	1.37243754492959	3	2	643	10	0.571428571428572
chr10	125852823	125853153	125767181	125852823	-	CHST15	N	9.70012089516592	90	92	2454	133	0.419354838709677	8.9033264371483	92	131	3807	194	0.301948051948052
chr10	126107245	126107575	126085871	126107245	-	OAT	N	32.6871433366902	58	123	243	28	0.203917050691244	40.5848753776435	77	181	288	35	0.183673469387755
chr10	126138250	126138580	126135997	126138250	-	NKX1-2	N	4.08580060422961	4	3	5	20	0.535714285714286	2.269889224572	1	1	3	12	0.428571428571429
chr10	126150310	126150640	126150640	126302710	+	LHPP	N	10.6843954190965	6	16	688	32	0.176470588235294	4.99379351109943	10	8	736	31	0.523809523809524
chr10	126432630	126432960	126307862	126432630	-	FAM53B	Y	8.34432073600865	33	23	1039	30	0.607142857142857	9.38175763679087	49	28	1125	30	0.738916256157635
chr10	126392566	126392896	126392896	126403329	+	FAM53B-AS1	Y	0.72465881862694	6	2	87	25	1	1.02791278076974	6	3	92	32	0.75
chr10	126480210	126480540	126446399	126480210	-	METTL10	N	10.834203057768	26	35	330	45	0.321428571428571	13.5789925247123	34	44	331	37	0.333333333333333
chr10	126490323	126490653	126490653	126525239	+	FAM175B	N	11.1418459475696	16	37	347	36	0.191729323308271	13.6294496256404	15	45	345	41	0.149068322981366
chr10	126630661	126630991	126630991	126676005	+	ZRANB1	N	0.626714188257897	6	2	434	35	1	1.8629723130406	5	6	438	43	0.36734693877551
chr10	126849330	126849660	126676417	126849330	-	CTBP2	Y	0.66802914519282	2	1	782	45	0.642857142857143	0	3	0	839	39	1.71428571428571
chr10	127262909	127263239	127263239	127267014	+	TEX36-AS1	Y	1.14078549848943	5	1	10	9	1.28571428571429	2.44454035390591	2	3	14	11	0.321428571428571
chr10	127371413	127371743	127265090	127371413	-	TEX36	Y	0.71701014242555	5	1	448	21	1.28571428571429	0	3	0	392	14	1.71428571428571
chr10	127371781	127372111	127372111	127398246	+	LOC283038	Y	1.28391422887039	4	2	123	24	0.714285714285714	2.02463397629561	1	3	117	12	0.214285714285714
chr10	127407762	127408092	127393858	127407762	-	FLJ37035	Y	26.1137421409325	104	46	74	20	0.957446808510638	44.2200667832724	149	80	76	21	0.793650793650794
chr10	127408053	127408383	127408383	127452712	+	EDRF1	Y	11.7923578255335	49	70	795	47	0.301810865191147	15.5557375076865	100	105	904	66	0.408355795148248
chr10	127440329	127440659	127433295	127440329	-	EDRF1-AS1	Y	1.9925415407855	12	12	128	71	0.428571428571429	1.19021148036254	17	7	125	100	0.964285714285714
chr10	127464090	127464420	127455026	127464090	-	MMP21	N	0.441721079816782	1	1	62	51	0.428571428571429	0.291347946262133	3	1	94	64	0.857142857142857
chr10	127511537	127511867	127473550	127511537	-	UROS	Y	10.5706789632692	40	28	304	29	0.605911330049261	7.93604165327505	54	26	376	35	0.873015873015873
chr10	127512073	127512403	127512403	127542264	+	BCCIP	Y	5.29208931796317	40	21	358	26	0.798701298701299	7.08405489698094	46	34	433	32	0.575510204081633
chr10	127569584	127569914	127524908	127569584	-	DHX32	Y	0	9	0	284	70	4.28571428571429	1.33639436451198	3	4	404	70	0.342857142857143
chr10	127585077	127585407	127585407	127698161	+	FANK1	Y	3.25980427586406	9	4	418	24	0.857142857142857	2.73248299594488	17	3	374	23	1.92857142857143
chr10	127661542	127661872	127660756	127661542	-	FANK1-AS1	Y	0	4	2	0	19	0.714285714285714	0.475528700906344	3	1	5	14	0.857142857142857
chr10	128076827	128077157	127700953	128076827	-	ADAM12	N	0.705763839730819	3	1	1609	22	0.857142857142857	0.752534140574479	3	1	1509	24	0.857142857142857
chr10	128110148	128110478	128102437	128110148	-	LINC00601	N	1.55327291037261	5	2	30	25	0.857142857142857	1.10948065026615	3	1	21	14	0.857142857142857
chr10	128209710	128210040	128113573	128209710	-	C10orf90	N	0.724307057130587	2	1	401	15	0.642857142857143	0.839442571992386	3	1	346	16	0.857142857142857
chr10	128593947	128594277	128594277	129250781	+	DOCK1	Y	0	2	0	2039	14	1.28571428571429	0	0	0	1834	10	0.428571428571429
chr10	128994122	128994452	128933689	128994122	-	FAM196A	Y	0	2	0	260	18	1.28571428571429	1.58765269933009	0	2	230	13	0.142857142857143
chr10	129347582	129347912	129347912	129350935	+	NPS	N	0	5	0	11	8	2.57142857142857	0.830541060148311	4	1	11	15	1.07142857142857
chr10	129535507	129535837	129535837	129539450	+	FOXI2	N	1.45579053373615	4	2	15	19	0.714285714285714	1.55977557186016	1	2	14	17	0.285714285714286
chr10	129690911	129691241	129676113	129690911	-	CLRN3	N	1.20837756185188	3	2	74	16	0.571428571428572	2.75138275621659	2	4	65	17	0.257142857142857
chr10	129705294	129705624	129705624	129884119	+	PTPRE	Y	0.466894233661605	0	1	1155	34	0.214285714285714	0.956139787019777	12	2	1128	38	1.85714285714286
chr10	129860389	129860719	129855995	129860389	-	AS-PTPRE	Y	1.80039940601157	11	8	59	38	0.571428571428572	2.43880633824527	17	9	49	46	0.771428571428571
chr10	129924168	129924498	129894924	129924168	-	MKI67	N	3.47659532603393	61	29	737	114	0.885714285714286	4.47795386418379	126	52	1026	161	1.02695417789757
chr10	130084183	130084513	130084513	130115990	+	LINC01163	N	1.29387344061492	5	2	147	12	0.857142857142857	0.880552758196263	3	1	108	14	0.857142857142857
chr10	131265417	131265747	131265747	131565884	+	MGMT	N	6.16844441704174	17	9	1323	17	0.771428571428571	7.43856709848348	32	10	1219	11	1.28571428571429
chr10	131761791	131762121	131633495	131761791	-	EBF3	Y	0.792646686313396	2	1	489	12	0.642857142857143	0	4	0	428	15	2.14285714285714
chr10	131908781	131909111	131862161	131908781	-	LINC00959	Y	47.9815079180638	117	124	364	12	0.404571428571429	60.4198806688603	137	154	359	20	0.381566820276498
chr10	131904242	131904572	131904572	131907101	+	CTAGE7P	Y	1.27391742195368	2	2	12	388	0.428571428571429	0.449617913630709	5	1	17	436	1.28571428571429
chr10	131934608	131934938	131934938	131978646	+	GLRX3	N	8.25320996978852	22	35	560	63	0.273809523809524	13.8617449216338	27	57	543	59	0.206896551724138
chr10	133109684	133110014	132890654	133109684	-	TCERG1L	Y	0	1	0	747	9	0.857142857142857	0.952122410832663	1	1	695	12	0.428571428571429
chr10	132893450	132893780	132893780	132894040	+	TCERG1L-AS1	Y	0.394259818731118	2	1	2	11	0.642857142857143	0.788519637462236	3	2	2	8	0.571428571428572
chr10	133622235	133622565	133604733	133622235	-	LINC01164	N	2.29909365558912	7	3	69	9	0.857142857142857	2.88431749519363	1	3	55	15	0.214285714285714
chr10	133747924	133748254	133748254	133773338	+	PPP2R2D	N	0.7853419532583	8	2	193	30	1.28571428571429	0.793565429208649	11	2	191	44	1.71428571428571
chr10	133795217	133795547	133781186	133795217	-	BNIP3	N	0.510756014996542	0	1	83	27	0.214285714285714	0.667602350310441	6	2	127	35	1
chr10	133879440	133879770	133879770	133998313	+	JAKMIP3	N	2.72004283146583	2	3	395	9	0.321428571428571	3.12330499543315	1	3	344	5	0.214285714285714
chr10	134000383	134000713	134000713	134019280	+	DPYSL4	N	0.812995315031306	3	1	69	13	0.857142857142857	0	0	0	59	12	0.428571428571429
chr10	134145079	134145409	134020985	134145079	-	STK32C	N	13.9141620207431	35	18	485	18	0.81203007518797	24.3560608715767	81	28	431	14	1.21182266009852
chr10	134145583	134145913	134145913	134195010	+	LRRC27	N	15.6531600601193	30	21	199	15	0.603896103896104	28.9711574773414	41	50	256	12	0.352941176470588
chr10	134210671	134211001	134211001	134231358	+	PWWP2B	N	8.07246978851964	33	21	160	21	0.662337662337662	8.02233022461579	33	21	161	62	0.662337662337662
chr10	134258683	134259013	134259013	134261825	+	C10orf91	N	0.293051359516616	2	1	29	15	0.642857142857143	0	1	0	44	25	0.857142857142857
chr10	134351252	134351582	134351582	134596984	+	INPP5A	N	9.59296033416913	25	14	1082	19	0.742857142857143	9.23450452097064	26	14	1124	16	0.771428571428571
chr10	134599237	134599567	134598319	134599237	-	NKX6-2	N	1.38821752265861	3	1	2	15	0.857142857142857	0	2	0	9	16	1.28571428571429
chr10	134755789	134756119	134621895	134755789	-	CFAP46	N	0	2	0	380	11	1.28571428571429	0	3	0	352	10	1.71428571428571
chr10	134778493	134778823	134757470	134778493	-	LINC01166	Y	0.835744951502624	1	1	76	11	0.428571428571429	1.19842672290942	0	1	53	9	0.214285714285714
chr10	134775441	134775771	134774843	134775441	-	LINC01167	Y	0	8	2	0	7	1.28571428571429	0	7	2	0	7	1.14285714285714
chr10	134779007	134779337	134779337	134790001	+	LINC01168	N	0.947663053136663	2	1	34	10	0.642857142857143	0	1	0	40	17	0.857142857142857
chr10	134899901	134900231	134898752	134899901	-	ADGRA1-AS1	N	0.868580060422961	1	1	4	12	0.428571428571429	0.694864048338369	2	1	5	8	0.642857142857143
chr10	134901477	134901807	134901807	134945179	+	ADGRA1	N	1.23619107336259	2	1	106	12	0.642857142857143	0	2	0	105	10	1.28571428571429
chr10	134973940	134974270	134974270	135039916	+	KNDC1	N	3.56280188866979	2	3	167	11	0.321428571428571	1.1735461842364	4	1	169	12	1.07142857142857
chr10	135043747	135044077	135044077	135045062	+	UTF1	N	0.992950654582075	1	1	3	13	0.428571428571429	0	2	0	1	10	1.28571428571429
chr10	135051377	135051707	135051707	135055434	+	VENTX	N	2.81570996978852	3	2	8	16	0.571428571428572	0	1	0	15	12	0.857142857142857
chr10	135061089	135061419	135059982	135061089	-	MIR202HG	Y	2.00845921450151	2	3	5	18	0.321428571428571	0	1	0	2	16	0.857142857142857
chr10	135090107	135090437	135075919	135090107	-	ADAM8	N	3.64309372405707	21	60	706	97	0.154566744730679	3.82491806081088	26	82	919	147	0.139414802065404
chr10	135125541	135125871	135092133	135125541	-	TUBGCP2	Y	0.677406273444311	13	4	596	361	1.2	0.665788487751995	9	5	758	489	0.714285714285714
chr10	135122362	135122692	135122692	135126666	+	ZNF511	Y	14.6134386488552	132	101	83	24	0.558823529411765	18.8183262216962	145	152	97	46	0.408963585434174
chr10	135150187	135150517	135138926	135150187	-	CALY	N	0	1	0	43	7	0.857142857142857	0	1	0	32	22	0.857142857142857
chr10	135160813	135161143	135161143	135166187	+	PRAP1	N	0.952605740181269	1	1	16	17	0.428571428571429	3.26607682347864	1	3	14	14	0.214285714285714
chr10	135171229	135171559	135168657	135171229	-	FUOM	N	7.77341389728097	2	9	9	17	0.128571428571429	5.38159423657913	3	9	13	16	0.171428571428571
chr10	135186608	135186938	135175986	135186608	-	ECHS1	Y	7.45031290461804	31	13	56	26	0.979591836734694	10.5033781928042	50	18	55	21	1.15037593984962
chr10	135192710	135193040	135193040	135205200	+	PAOX	N	3.8673875019876	4	20	190	159	0.102040816326531	6.18584684629139	12	33	196	186	0.163865546218487
chr10	135207590	135207920	135207920	135234174	+	MTG1	Y	14.0389808304147	18	60	339	38	0.133489461358314	16.9699555542645	24	89	416	60	0.119047619047619
chr10	135237821	135238151	135234169	135237821	-	SPRN	Y	0	0	0	38	42	0.428571428571429	0	0	0	60	51	0.428571428571429
chr10	135267401	135267731	135267731	135281949	+	SCART1	N	0.681868316309404	5	1	63	23	1.28571428571429	2.38653910708291	4	3	54	16	0.535714285714286
chr10	135340836	135341166	135341166	135352620	+	CYP2E1	N	0.910717125139132	5	1	38	11	1.28571428571429	1.59725772716709	7	3	65	11	0.857142857142857
chr10	135382576	135382906	135367403	135382576	-	SYCE1	Y	0	0	0	62	22	0.428571428571429	0	0	0	51	25	0.428571428571429
chr10	135383162	135383492	135380437	135383162	-	SPRNP1	Y	0	0	0	6	14	0.428571428571429	0	0	0	1	13	0.428571428571429
chr10	135439999	135440329	135438602	135439999	-	FRG2B	N	0	0	0	0	4	0.428571428571429	0	0	0	0	4	0.428571428571429
chr11	131620	131950	126986	131620	-	LINC01001	N	0	0	0	0	0	0.428571428571429	0	0	0	0	0	0.428571428571429
chr11	193049	193379	193379	194500	+	SCGB1C2	Y	1.69486404833837	12	5	10	21	0.928571428571429	0.48424687095382	5	1	7	19	1.28571428571429
chr11	193049	193379	193379	194573	+	SCGB1C1	Y	1.80513595166163	12	5	10	21	0.928571428571429	0.451283987915408	5	1	8	19	1.28571428571429
chr11	196730	197060	197060	200258	+	ODF3	N	1.28862034239678	0	2	15	47	0.142857142857143	0.508665924630307	2	1	19	91	0.642857142857143
chr11	207122	207452	202923	207122	-	BET1L	N	15.5891238670695	187	86	70	40	0.926108374384237	13.7039274924471	262	135	125	68	0.828781512605042
chr11	207480	207810	207810	215175	+	RIC8A	Y	8.41208043936421	109	110	291	55	0.424710424710425	8.40311870594159	167	145	384	82	0.493150684931507
chr11	236062	236392	215029	236062	-	SIRT3	Y	6.6194612286002	91	15	144	60	2.46428571428571	7.90383430280621	142	25	201	88	2.35714285714286
chr11	236777	237107	237107	252984	+	PSMD13	N	8.23243895386518	50	52	303	50	0.412398921832884	10.5239842160429	84	86	392	68	0.41871921182266
chr11	278539	278869	278869	285388	+	NLRP6	N	1.64149043303122	4	2	24	27	0.714285714285714	2.81398359948209	5	3	21	50	0.642857142857143
chr11	289107	289437	289437	295688	+	PGGHG	N	7.16449630169809	9	11	29	16	0.357142857142857	11.8051359516616	19	25	40	18	0.32967032967033
chr11	299226	299556	298200	299226	-	IFITM5	N	0	1	0	4	23	0.857142857142857	1.03423967774421	5	2	6	24	0.857142857142857
chr11	308076	308406	308406	309410	+	IFITM2	N	6.07250755287009	3	4	2	10	0.342857142857143	3.03625377643505	1	1	1	8	0.428571428571429
chr11	313960	314290	314290	315272	+	IFITM1	N	2.2273413897281	5	3	4	10	0.642857142857143	5.93957703927492	7	12	6	18	0.263736263736264
chr11	320614	320944	319672	320614	-	IFITM3	N	0	3	3	0	9	0.428571428571429	0.949647532729104	0	1	3	16	0.214285714285714
chr11	369764	370094	370094	382117	+	B4GALNT4	N	1.13519637462236	0	1	32	17	0.214285714285714	0	1	0	38	11	0.857142857142857
chr11	392568	392898	392898	404908	+	PKP3	N	0	2	0	25	19	1.28571428571429	0.954921291143266	3	1	38	36	0.857142857142857
chr11	417097	417427	405715	417097	-	SIGIRR	N	0	2	0	44	7	1.28571428571429	2.10549355693939	7	3	49	11	0.857142857142857
chr11	441711	442041	417929	441711	-	ANO9	N	3.68471608954993	5	6	117	19	0.36734693877551	9.58026183282981	11	20	150	17	0.244897959183673
chr11	450249	450579	450579	491387	+	PTDSS2	N	7.95419549751486	39	16	248	61	1.00840336134454	13.5981650968545	34	30	272	68	0.483870967741935
chr11	506983	507313	494511	506983	-	RNH1	N	5.47008088880226	43	99	682	46	0.188571428571429	6.33324024473838	54	120	714	53	0.194805194805195
chr11	535267	535597	532241	535267	-	HRAS	N	1.94574789483834	33	20	94	25	0.693877551020408	1.80995090634441	66	19	96	36	1.43571428571429
chr11	537491	537821	537821	554916	+	LRRC56	Y	11.4776770728432	31	18	81	15	0.721804511278196	16.6987256661291	74	43	133	44	0.730519480519481
chr11	560479	560809	554849	560479	-	LMNTD2	Y	11.5682175226586	17	17	25	18	0.428571428571429	6.94859793200289	17	29	71	49	0.257142857142857
chr11	560940	561270	561270	564025	+	RASSF7	N	3.6201234730067	24	10	23	27	0.974025974025974	7.04531722054381	38	11	13	22	1.39285714285714
chr11	568157	568487	565656	568157	-	MIR210HG	Y	3.23953388001726	39	6	14	33	2.44897959183673	5.29123867069486	56	14	20	16	1.62857142857143
chr11	575585	575915	573807	575585	-	LOC143666	N	5.37462235649547	135	8	8	14	6.47619047619048	8.36052366565962	148	14	9	18	4.25714285714286
chr11	576415	576745	576745	612222	+	PHRF1	N	14.4601893364819	78	97	719	202	0.345481049562682	16.1468442656703	88	105	697	347	0.359838274932615
chr11	615699	616029	612554	615699	-	IRF7	N	3.83247246857031	40	50	124	102	0.34453781512605	4.64276664763947	55	106	217	127	0.224299065420561
chr11	624767	625097	616564	624767	-	CDHR5	N	0.63013979210405	18	3	118	193	2.03571428571429	1.94743202416918	16	11	140	343	0.607142857142857
chr11	626940	627270	626315	626940	-	SCT	N	1.05068815038604	13	5	9	58	1	0.444997334281144	6	4	17	69	0.6
chr11	637274	637604	637604	640705	+	DRD4	N	2.4366163141994	11	13	50	86	0.36734693877551	0.633216297868866	13	5	74	115	1
chr11	695454	695784	644219	695454	-	DEAF1	Y	6.14925299010884	140	29	730	80	2.01428571428571	4.51823956887401	159	27	925	116	2.44897959183673
chr11	695560	695890	695890	705028	+	TMEM80	Y	5.28426256522933	71	40	209	11	0.752613240418119	5.98056431118915	100	60	277	30	0.7096018735363
